year,date,tournament,h_team,a_team,h_elo,a_elo,h_score,a_score,location,neutral,,,,,,,,,,,,
2021,June 17,European Championship,Denmark,Belgium,1928,2116,1,2,in Denmark,No,,,,,,,,,,,,No
2021,June 17,Copa América,Colombia,Venezuela,1944,1760,0,0,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 17,Copa América,Brazil,Peru,2157,1787,4,0,in Brazil,No,,,,,,,,,,,,No
2021,June 18,European Championship,Sweden,Slovakia,1866,1691,1,0,in Russia,Yes,,,,,,,,,,,,Yes
2021,June 18,European Championship,England,Scotland,1991,1639,0,0,in England,No,,,,,,,,,,,,No
2021,June 18,European Championship,Croatia,Czechia,1816,1807,1,1,in Scotland,Yes,,,,,,,,,,,,Yes
2021,June 18,Copa América,Chile,Bolivia,1826,1609,1,0,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 18,Copa América,Argentina,Uruguay,1970,1936,1,0,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 19,Arab Nations Cup qualifier,Sudan,Libya,1386,1348,1,0,in Qatar,Yes,,,,,,,,,,,,Yes
2021,June 19,European Championship,Spain,Poland,2016,1761,1,1,in Spain,No,,,,,,,,,,,,No
2021,June 19,European Championship,Hungary,France,1720,2109,1,1,in Hungary,No,,,,,,,,,,,,No
2021,June 19,European Championship,Germany,Portugal,1915,2061,4,2,in Germany,No,,,,,,,,,,,,No
2021,June 20,Arab Nations Cup qualifier,Oman,Somalia,1500,913,2,1,in Qatar,Yes,,,,,,,,,,,,Yes
2021,June 20,European Championship,Switzerland,Turkey,1868,1757,3,1,in Azerbaijan,Yes,,,,,,,,,,,,Yes
2021,June 20,European Championship,Italy,Wales,2044,1869,1,0,in Italy,No,,,,,,,,,,,,No
2021,June 20,Copa América,Colombia,Peru,1932,1781,1,2,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 20,Copa América,Ecuador,Venezuela,1778,1772,2,2,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 21,European Championship,Netherlands,North Macedonia,1971,1569,3,0,in the Netherlands,No,,,,,,,,,,,,No
2021,June 21,European Championship,Denmark,Russia,1909,1746,4,1,in Denmark,No,,,,,,,,,,,,No
2021,June 21,European Championship,Belgium,Finland,2135,1711,2,0,in Russia,Yes,,,,,,,,,,,,Yes
2021,June 21,European Championship,Ukraine,Austria,1815,1758,0,1,in Romania,Yes,,,,,,,,,,,,Yes
2021,June 21,Copa América,Uruguay,Chile,1913,1837,1,1,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 21,Copa América,Argentina,Paraguay,1993,1795,1,0,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 22,Arab Nations Cup qualifier,Mauritania,Yemen,1386,1183,2,0,in Qatar,Yes,,,,,,,,,,,,Yes
2021,June 22,European Championship,Scotland,Croatia,1661,1815,1,3,in Scotland,No,,,,,,,,,,,,No
2021,June 22,European Championship,England,Czechia,1969,1808,1,0,in England,No,,,,,,,,,,,,No
2021,June 23,Arab Nations Cup qualifier,Lebanon,Djibouti,1358,908,1,0,in Qatar,Yes,,,,,,,,,,,,Yes
2021,June 23,European Championship,Sweden,Poland,1879,1780,3,2,in Russia,Yes,,,,,,,,,,,,Yes
2021,June 23,European Championship,Spain,Slovakia,1997,1678,5,0,in Spain,No,,,,,,,,,,,,No
2021,June 23,European Championship,Germany,Hungary,1957,1737,2,2,in Germany,No,,,,,,,,,,,,No
2021,June 23,European Championship,France,Portugal,2092,2019,2,2,in Hungary,Yes,,,,,,,,,,,,Yes
2021,June 23,Friendly,Martinique,Guadeloupe,1445,1208,1,2,in Martinique,No,,,,,,,,,,,,No
2021,June 23,Copa América,Peru,Ecuador,1816,1778,2,2,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 23,Copa América,Brazil,Colombia,2163,1897,2,1,in Brazil,No,,,,,,,,,,,,No
2021,June 24,Arab Nations Cup qualifier,Palestine,Comoros,1427,1234,5,1,in Qatar,Yes,,,,,,,,,,,,Yes
2021,June 24,Copa América,Uruguay,Bolivia,1908,1598,2,0,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 24,Copa América,Chile,Paraguay,1842,1783,0,2,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 25,Arab Nations Cup qualifier,Bahrain,Kuwait,1546,1390,2,0,in Qatar,Yes,,,,,,,,,,,,Yes
2021,June 26,European Championship,Italy,Austria,2053,1787,2,1,in England,Yes,,,,,,,,,,,,Yes
2021,June 26,European Championship,Denmark,Wales,1925,1860,4,0,in the Netherlands,Yes,,,,,,,,,,,,Yes
2021,June 26,Friendly,Guatemala,El Salvador,1505,1503,0,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,June 27,European Championship,Netherlands,Czechia,1976,1799,0,2,in Hungary,Yes,,,,,,,,,,,,Yes
2021,June 27,European Championship,Belgium,Portugal,2141,2024,1,0,in Spain,Yes,,,,,,,,,,,,Yes
2021,June 27,Copa América,Peru,Venezuela,1813,1772,1,0,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 27,Copa América,Brazil,Ecuador,2168,1781,1,1,in Brazil,No,,,,,,,,,,,,No
2021,June 28,European Championship,Spain,Croatia,2005,1847,5,3,in Denmark,Yes,,,,,,,,,,,,Yes
2021,June 28,European Championship,France,Switzerland,2087,1894,3,3,in Romania,Yes,,,,,,,,,,,,Yes
2021,June 28,Friendly,Bermuda,Guyana,1243,1141,0,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,June 28,Copa América,Uruguay,Paraguay,1919,1827,1,0,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 28,Copa América,Argentina,Bolivia,2005,1587,4,1,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 29,European Championship,Sweden,Ukraine,1897,1786,1,2,in Scotland,Yes,,,,,,,,,,,,Yes
2021,June 29,European Championship,England,Germany,1978,1939,2,0,in England,No,,,,,,,,,,,,No
2021,June 30,Friendly,Mexico,Panama,1883,1555,3,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 2,European Championship,Spain,Switzerland,2027,1907,1,1,in Russia,Yes,,,,,,,,,,,,Yes
2021,July 2,European Championship,Belgium,Italy,2158,2062,1,2,in Germany,Yes,,,,,,,,,,,,Yes
2021,July 2,CONCACAF Championship qualifier,Trinidad and Tobago,Montserrat,1360,947,6,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 2,CONCACAF Championship qualifier,Haiti,Saint Vincent and the Grenadines,1518,1148,6,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 2,CONCACAF Championship qualifier,Bermuda,Barbados,1230,1110,8,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 2,Copa América,Peru,Paraguay,1835,1808,3,3,in Brazil,Yes,,,,,,,,,,,,Yes
2021,July 2,Copa América,Brazil,Chile,2146,1798,1,0,in Brazil,No,,,,,,,,,,,,No
2021,July 3,Friendly,Mexico,Nigeria,1888,1673,4,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 3,Friendly,Namibia,Lesotho,1342,1246,0,0,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 3,European Championship,England,Ukraine,2001,1819,4,0,in Italy,Yes,,,,,,,,,,,,Yes
2021,July 3,European Championship,Denmark,Czechia,1963,1854,2,1,in Azerbaijan,Yes,,,,,,,,,,,,Yes
2021,July 3,CONCACAF Championship qualifier,Guatemala,Guyana,1505,1154,4,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 3,CONCACAF Championship qualifier,Guadeloupe,Bahamas,1225,873,2,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 3,Copa América,Uruguay,Colombia,1938,1892,0,0,in Brazil,Yes,,,,,,,,,,,,Yes
2021,July 3,Copa América,Argentina,Ecuador,2012,1803,3,0,in Brazil,Yes,,,,,,,,,,,,Yes
2021,July 4,Friendly,Qatar,El Salvador,1656,1503,1,0,in Croatia,Yes,,,,,,,,,,,,Yes
2021,July 4,Friendly,Namibia,Botswana,1339,1291,1,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 5,Copa América,Brazil,Peru,2150,1833,1,0,in Brazil,No,,,,,,,,,,,,No
2021,July 6,COSAFA Cup,South Africa,Botswana,1487,1292,1,0,in South Africa,No,,,,,,,,,,,,No
2021,July 6,COSAFA Cup,Lesotho,Eswatini,1249,1151,1,3,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 6,European Championship,Italy,Spain,2094,2019,1,1,in England,Yes,,,,,,,,,,,,Yes
2021,July 6,CONCACAF Championship qualifier,Haiti,Bermuda,1526,1260,4,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 6,CONCACAF Championship qualifier,Guatemala,Guadeloupe,1514,1232,1,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 6,CONCACAF Championship qualifier,Trinidad and Tobago,French Guiana,1367,1264,1,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 6,Copa América,Argentina,Colombia,2032,1895,1,1,in Brazil,Yes,,,,,,,,,,,,Yes
2021,July 7,COSAFA Cup,Senegal,Namibia,1733,1338,1,2,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 7,COSAFA Cup,Zimbabwe,Mozambique,1405,1273,0,0,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 7,European Championship,England,Denmark,2025,1980,2,1,in England,No,,,,,,,,,,,,No
2021,July 8,COSAFA Cup,South Africa,Eswatini,1493,1189,1,0,in South Africa,No,,,,,,,,,,,,No
2021,July 8,COSAFA Cup,Zambia,Lesotho,1490,1211,1,2,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 9,COSAFA Cup,Senegal,Mozambique,1697,1280,1,0,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 9,COSAFA Cup,Zimbabwe,Malawi,1398,1338,2,2,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 9,Copa América,Colombia,Peru,1904,1829,3,2,in Brazil,Yes,,,,,,,,,,,,Yes
2021,July 10,COSAFA Cup,Zambia,Eswatini,1457,1185,0,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 10,COSAFA Cup,Botswana,Lesotho,1286,1244,4,0,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 10,CONCACAF Championship,Mexico,Trinidad and Tobago,1896,1361,0,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 10,Copa América,Brazil,Argentina,2154,2023,0,1,in Brazil,No,,,,,,,,,,,,No
2021,July 11,COSAFA Cup,Zimbabwe,Namibia,1395,1374,0,2,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 11,COSAFA Cup,Malawi,Mozambique,1341,1277,0,2,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 11,European Championship,England,Italy,2040,2089,1,1,in England,No,,,,,,,,,,,,No
2021,July 11,CONCACAF Championship,United States,Haiti,1799,1538,1,0,in the United States,No,,,,,,,,,,,,No
2021,July 11,CONCACAF Championship,Guatemala,El Salvador,1501,1497,0,2,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 11,CONCACAF Championship,Canada,Martinique,1675,1428,4,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 12,CONCACAF Championship,Jamaica,Suriname,1580,1338,2,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 12,CONCACAF Championship,Costa Rica,Guadeloupe,1627,1245,3,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 13,COSAFA Cup,Zambia,Botswana,1424,1319,2,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 13,COSAFA Cup,South Africa,Lesotho,1497,1211,4,0,in South Africa,No,,,,,,,,,,,,No
2021,July 13,COSAFA Cup,Senegal,Zimbabwe,1700,1363,2,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 13,COSAFA Cup,Namibia,Malawi,1406,1306,1,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 13,CONCACAF Championship,Qatar,Panama,1662,1550,3,3,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 13,CONCACAF Championship,Honduras,Grenada,1606,1154,4,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 14,COSAFA Cup,South Africa,Zambia,1504,1438,0,0,in South Africa,No,,,,,,,,,,,,No
2021,July 14,COSAFA Cup,Senegal,Malawi,1705,1312,2,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 14,COSAFA Cup,Namibia,Mozambique,1400,1312,0,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 14,COSAFA Cup,Botswana,Eswatini,1305,1218,1,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 14,CONCACAF Championship,Mexico,Guatemala,1873,1463,3,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 14,CONCACAF Championship,El Salvador,Trinidad and Tobago,1535,1384,2,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 15,CONCACAF Championship,United States,Martinique,1805,1411,6,1,in the United States,No,,,,,,,,,,,,No
2021,July 15,CONCACAF Championship,Canada,Haiti,1692,1532,4,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 16,COSAFA Cup,South Africa,Mozambique,1495,1337,3,0,in South Africa,No,,,,,,,,,,,,No
2021,July 16,COSAFA Cup,Senegal,Eswatini,1709,1223,2,2,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 16,CONCACAF Championship,Jamaica,Guadeloupe,1595,1238,2,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 16,CONCACAF Championship,Costa Rica,Suriname,1634,1323,2,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 17,CONCACAF Championship,Qatar,Grenada,1654,1148,4,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 17,CONCACAF Championship,Honduras,Panama,1612,1558,3,2,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 18,COSAFA Cup,South Africa,Senegal,1508,1691,0,0,in South Africa,No,,,,,,,,,,,,No
2021,July 18,COSAFA Cup,Mozambique,Eswatini,1324,1241,1,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,July 18,CONCACAF Championship,United States,Canada,1811,1717,1,0,in the United States,No,,,,,,,,,,,,No
2021,July 18,CONCACAF Championship,Mexico,El Salvador,1881,1557,1,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 18,CONCACAF Championship,Haiti,Martinique,1507,1405,2,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 18,CONCACAF Championship,Guatemala,Trinidad and Tobago,1455,1362,1,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 20,CONCACAF Championship,Suriname,Guadeloupe,1316,1232,2,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 20,CONCACAF Championship,Qatar,Honduras,1659,1633,2,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 20,CONCACAF Championship,Panama,Grenada,1537,1143,3,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 20,CONCACAF Championship,Costa Rica,Jamaica,1641,1601,1,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 24,CONCACAF Championship,Qatar,El Salvador,1694,1550,3,2,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 24,CONCACAF Championship,Mexico,Honduras,1888,1598,3,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 25,CONCACAF Championship,United States,Jamaica,1823,1579,1,0,in the United States,No,,,,,,,,,,,,No
2021,July 25,CONCACAF Championship,Canada,Costa Rica,1705,1663,2,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,July 29,CONCACAF Championship,United States,Qatar,1829,1709,1,0,in the United States,No,,,,,,,,,,,,No
2021,July 29,CONCACAF Championship,Mexico,Canada,1902,1738,2,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,August 1,CONCACAF Championship,United States,Mexico,1840,1916,1,0,in the United States,No,,,,,,,,,,,,No
2021,August 19,Friendly,Togo,Benin,1292,1435,0,2,in Togo,No,,,,,,,,,,,,No
2021,August 21,Friendly,Costa Rica,El Salvador,1630,1535,0,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,August 22,Friendly,Sudan,Niger,1404,1233,1,2,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,August 26,Friendly,Sudan,Niger,1389,1248,3,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,August 26,Friendly,Ethiopia,Sierra Leone,1330,1351,0,0,in Ethiopia,No,,,,,,,,,,,,No
2021,August 26,Friendly,Algeria,Syria,1764,1448,2,1,in Qatar,Yes,,,,,,,,,,,,Yes
2021,August 29,Friendly,Ethiopia,Uganda,1328,1453,2,1,in Ethiopia,No,,,,,,,,,,,,No
2021,August 29,Friendly,Algeria,Burundi,1767,1251,3,0,in Qatar,Yes,,,,,,,,,,,,Yes
2021,September 1,Friendly,Switzerland,Greece,1915,1661,2,1,in Switzerland,No,,,,,,,,,,,,No
2021,September 1,Friendly,Serbia,Qatar,1785,1698,4,0,in Hungary,Yes,,,,,,,,,,,,Yes
2021,September 1,Friendly,Finland,Wales,1705,1822,0,0,in Finland,No,,,,,,,,,,,,No
2021,September 1,Friendly tournament,Comoros,Seychelles,1215,908,7,1,in the Comoros,No,,,,,,,,,,,,No
2021,September 1,Friendly tournament,Bahrain,Haiti,1563,1525,6,1,in Bahrain,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Senegal,Togo,1686,1279,2,0,in Senegal,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Mali,Rwanda,1546,1327,1,0,in Morocco,Yes,,,,,,,,,,,,Yes
2021,September 1,World Cup qualifier,Libya,Gabon,1330,1434,2,1,in Libya,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Guinea,Guinea-Bissau,1442,1354,1,1,in Mauritania,Yes,,,,,,,,,,,,Yes
2021,September 1,World Cup qualifier,Egypt,Angola,1602,1371,1,0,in Egypt,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Cape Verde,Central African Republic,1445,1285,1,1,in Cameroon,Yes,,,,,,,,,,,,Yes
2021,September 1,World Cup qualifier,Turkey,Montenegro,1731,1518,2,2,in Turkey,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Slovenia,Slovakia,1617,1670,1,1,in Slovenia,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Russia,Croatia,1730,1825,0,0,in Russia,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Portugal,Ireland,2007,1622,2,1,in Portugal,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Norway,Netherlands,1738,1921,1,1,in Norway,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Moldova,Austria,1220,1778,0,2,in Moldova,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Malta,Cyprus,1219,1365,3,0,in Malta,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Luxembourg,Azerbaijan,1386,1375,2,1,in Luxembourg,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Latvia,Gibraltar,1281,1088,3,1,in Latvia,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Kazakhstan,Ukraine,1347,1795,2,2,in Kazakhstan,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,France,Bosnia and Herzegovina,2074,1628,1,1,in France,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Faroe Islands,Israel,1263,1607,0,4,in the Faroe Islands,No,,,,,,,,,,,,No
2021,September 1,World Cup qualifier,Denmark,Scotland,1965,1629,2,0,in Denmark,No,,,,,,,,,,,,No
2021,September 2,Friendly,Nepal,India,936,1194,1,1,in Nepal,No,,,,,,,,,,,,No
2021,September 2,Friendly tournament,Kyrgyzstan,Palestine,1253,1446,1,0,in Kyrgyzstan,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,United Arab Emirates,Lebanon,1489,1361,0,0,in the United Arab Emirates,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,South Korea,Iraq,1763,1621,0,0,in South Korea,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Saudi Arabia,Vietnam,1606,1418,3,1,in Saudi Arabia,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Japan,Oman,1771,1501,0,1,in Japan,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Iran,Syria,1804,1445,1,0,in Iran,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Australia,China,1737,1504,3,0,in Qatar,Yes,,,,,,,,,,,,Yes
2021,September 2,World Cup qualifier,Morocco,Sudan,1683,1400,2,0,in Morocco,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Madagascar,Benin,1372,1448,0,1,in Madagascar,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Kenya,Uganda,1391,1442,0,0,in Kenya,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Democratic Republic of Congo,Tanzania,1480,1311,1,1,in the Democratic Republic of the Congo,Yes,,,,,,,,,,,,Yes
2021,September 2,World Cup qualifier,Namibia,Congo,1375,1367,1,1,in South Africa,Yes,,,,,,,,,,,,Yes
2021,September 2,World Cup qualifier,Burkina Faso,Niger,1548,1237,2,0,in Morocco,Yes,,,,,,,,,,,,Yes
2021,September 2,World Cup qualifier,Algeria,Djibouti,1769,905,8,0,in Algeria,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Sweden,Spain,1864,2024,2,1,in Sweden,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Poland,Albania,1762,1556,4,1,in Poland,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,North Macedonia,Armenia,1564,1584,0,0,in North Macedonia,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Lithuania,Northern Ireland,1319,1567,1,4,in Lithuania,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Italy,Bulgaria,2093,1500,1,1,in Italy,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Iceland,Romania,1612,1629,0,2,in Iceland,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Hungary,England,1755,2036,0,4,in Hungary,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Germany,Liechtenstein,1916,1093,2,0,in Switzerland,Yes,,,,,,,,,,,,Yes
2021,September 2,World Cup qualifier,Georgia,Kosovo,1527,1482,0,1,in Georgia,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Estonia,Belgium,1405,2126,2,5,in Estonia,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Czechia,Belarus,1837,1492,1,0,in Czechia,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Andorra,San Marino,1027,828,2,0,in Andorra,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Panama,Costa Rica,1544,1627,0,0,in Panama,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Mexico,Jamaica,1893,1573,2,1,in Mexico,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,El Salvador,United States,1538,1863,0,0,in El Salvador,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Canada,Honduras,1724,1584,1,1,in Canada,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Venezuela,Argentina,1750,2063,1,3,in Venezuela,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Peru,Uruguay,1809,1935,1,1,in Peru,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Ecuador,Paraguay,1783,1810,2,0,in Ecuador,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Chile,Brazil,1794,2114,0,1,in Chile,No,,,,,,,,,,,,No
2021,September 2,World Cup qualifier,Bolivia,Colombia,1580,1924,1,1,in Bolivia,No,,,,,,,,,,,,No
2021,September 3,World Cup qualifier,Zimbabwe,South Africa,1358,1513,0,0,in Zimbabwe,No,,,,,,,,,,,,No
2021,September 3,World Cup qualifier,Tunisia,Equatorial Guinea,1640,1356,3,0,in Tunisia,No,,,,,,,,,,,,No
2021,September 3,World Cup qualifier,Nigeria,Liberia,1665,1357,2,0,in Nigeria,No,,,,,,,,,,,,No
2021,September 3,World Cup qualifier,Mozambique,Ivory Coast,1319,1645,0,0,in Mozambique,No,,,,,,,,,,,,No
2021,September 3,World Cup qualifier,Mauritania,Zambia,1400,1447,1,2,in Mauritania,No,,,,,,,,,,,,No
2021,September 3,World Cup qualifier,Ghana,Ethiopia,1601,1339,1,0,in Ghana,No,,,,,,,,,,,,No
2021,September 3,World Cup qualifier,Cameroon,Malawi,1567,1308,2,0,in Cameroon,No,,,,,,,,,,,,No
2021,September 4,Friendly,Portugal,Qatar,2009,1684,3,1,in Hungary,Yes,,,,,,,,,,,,Yes
2021,September 4,Friendly tournament,Haiti,Jordan,1506,1468,2,0,in Bahrain,Yes,,,,,,,,,,,,Yes
2021,September 4,Friendly tournament,Burundi,Seychelles,1249,902,8,1,in the Comoros,Yes,,,,,,,,,,,,Yes
2021,September 4,Friendly,Bosnia and Herzegovina,Kuwait,1646,1373,1,0,in Bosnia and Herzegovina,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Ukraine,France,1780,2056,1,1,in Ukraine,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Slovenia,Malta,1614,1259,1,0,in Slovenia,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Slovakia,Croatia,1673,1825,0,1,in Slovakia,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Serbia,Luxembourg,1799,1400,4,1,in Serbia,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Scotland,Moldova,1624,1216,1,0,in Scotland,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Netherlands,Montenegro,1916,1532,4,0,in the Netherlands,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Latvia,Norway,1290,1743,0,2,in Latvia,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Israel,Austria,1622,1782,5,2,in Israel,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Ireland,Azerbaijan,1620,1361,1,1,in Ireland,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Gibraltar,Turkey,1079,1717,0,3,in Gibraltar,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Finland,Kazakhstan,1705,1362,1,0,in Finland,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Faroe Islands,Denmark,1248,1970,0,1,in the Faroe Islands,No,,,,,,,,,,,,No
2021,September 4,World Cup qualifier,Cyprus,Russia,1325,1730,0,2,in Cyprus,No,,,,,,,,,,,,No
2021,September 5,Friendly,Sweden,Uzbekistan,1887,1546,2,1,in Sweden,No,,,,,,,,,,,,No
2021,September 5,Friendly tournament,Palestine,Bangladesh,1427,844,2,0,in Kyrgyzstan,Yes,,,,,,,,,,,,Yes
2021,September 5,Friendly,Nepal,India,940,1190,1,2,in Nepal,No,,,,,,,,,,,,No
2021,September 5,Friendly,Estonia,Northern Ireland,1403,1588,0,1,in Estonia,No,,,,,,,,,,,,No
2021,September 5,World Cup qualifier,Togo,Namibia,1276,1375,0,1,in Togo,No,,,,,,,,,,,,No
2021,September 5,World Cup qualifier,Rwanda,Kenya,1318,1388,1,1,in Rwanda,No,,,,,,,,,,,,No
2021,September 5,World Cup qualifier,Gabon,Egypt,1414,1607,1,1,in Gabon,No,,,,,,,,,,,,No
2021,September 5,World Cup qualifier,Wales,Belarus,1822,1489,3,2,in Russia,Yes,,,,,,,,,,,,Yes
2021,September 5,World Cup qualifier,Switzerland,Italy,1917,2074,0,0,in Switzerland,No,,,,,,,,,,,,No
2021,September 5,World Cup qualifier,Spain,Georgia,2001,1499,4,0,in Spain,No,,,,,,,,,,,,No
